title,artist,filename,genre
Terapia De Amor Intensiva (Remasterizado 2007),Soda Stereo,Soda Stereo - Terapia De Amor Intensiva (Remasterizado 2007).mp3,"rock, latin pop, ska, reggae, rap"
Filipino Baby,Hank Locklin,Hank Locklin - Filipino Baby.mp3,"honky tonk, country rock, ballad, chanson, classic country"
Hard Times,Run DMC,Run DMC - Hard Times.mp3,"hip hop, old school hip hop, east coast rap, rap, hardcore rap"
Atmosphere Station,James Horner,James Horner - Atmosphere Station.mp3,"rock, classical, los angeles, soundtrack, game"
Empress So Divine,Warrior King,Warrior King - Empress So Divine.mp3,"roots reggae, dancehall, reggae, reggaeton, jungle music"
Drop the Bass,The Nightraver,The Nightraver - Drop the Bass.mp3,"gabba, techno, hardcore, hardcore techno, electronic"
Lies Of Hate (Album Version),Soul Asylum,Soul Asylum - Lies Of Hate (Album Version).mp3,"hard rock, post-grunge, rock 'n roll, modern rock, grunge"
Just As Much As Ever,Bert Kaempfert & His Orchestra,Bert Kaempfert & His Orchestra - Just As Much As Ever.mp3,"orchestra, easy listening, space age pop, exotica, jazz"
Palmer enquête,Alexandre Desplat,Alexandre Desplat - Palmer enquête.mp3,"soundtrack, ballad, film score, chill-out, easy listening"
Infidel,Delta 9,Delta 9 - Infidel.mp3,"gabba, speedcore, hard house, happy hardcore, hardcore techno"
Love's Been Good To Me,Carl Belew,Carl Belew - Love's Been Good To Me.mp3,"rockabilly, country rock, country, world, folk"
I Can't Stop,Big Boss Vette,Big Boss Vette - I Can't Stop.mp3,"hip hop, rap, urban, club, soul"
Carpe PM,The Secret Life of Teenage Girls,The Secret Life of Teenage Girls - Carpe PM.mp3,"grindcore, digital hardcore, breakcore, rock, noise"
Go To Hell,Prozak,Prozak - Go To Hell.mp3,"rap, rap rock, rap metal, gangster rap, rapcore"
Wounded Hearts,Sandi Thom,Sandi Thom - Wounded Hearts.mp3,"british pop, chill-out, pop rock, folk rock, singer-songwriter"
Someone To Watch Over Me,Frank Chacksfield and His Orchestra,Frank Chacksfield and His Orchestra - Someone To Watch Over Me.mp3,"orchestra, easy listening, ballad, chanson, soundtrack"
Estate,Billy Higgins,Billy Higgins - Estate.mp3,"hard bop, free jazz, bebop, jazz, california"
Escapist,Nightwish,Nightwish - Escapist.mp3,"sympho black metal, progressive metal, heavy metal, rock, finish"
Nutty Block,Rodney O & Joe Cooley,Rodney O & Joe Cooley - Nutty Block.mp3,"miami bass, old school hip hop, hip hop, rap, electro"
Myth Takes,!!!,!!! - Myth Takes.mp3,"dance-punk, new rave, dance rock, indietronica, post rock"
Freund: Part One From Triomusic,STRATA / Audrey Andrist,STRATA _ Audrey Andrist - Freund_ Part One From Triomusic.mp3,"post-grunge, jungle music, modern rock, nu metal, southern rock"
Moon River - Original,Jerry Butler,Jerry Butler - Moon River - Original.mp3,"chicago soul, northern soul, doo-wop, disco, ballad"
Until You Love Someone,Dean Martin,Dean Martin - Until You Love Someone.mp3,"vocal, pop, lounge, traditional pop, classic"
When Morning Comes To Town,The Field Mice,The Field Mice - When Morning Comes To Town.mp3,"twee pop, indie rock, rock, indie pop, british pop"
The Owl and the Pussy-Cat,Adrienne Albert,Adrienne Albert - The Owl and the Pussy-Cat.mp3,"ballet, symphony, chamber music, serialism, neoclassical"
Give It What U Got (feat. Asuivre),Swami,Swami - Give It What U Got (feat. Asuivre).mp3,"downtempo, bhangra, desi, trip hop, hip hop"
Set You Free This Time,Gene Clark,Gene Clark - Set You Free This Time.mp3,"country rock, folk rock, progressive bluegrass, pop rock, rock"
Hai Shava,Malkit Singh,Malkit Singh - Hai Shava.mp3,"broken beat, bhangra, desi, italian disco, pop rap"
Same Man (Radio Edit),DJ Delicious,DJ Delicious - Same Man (Radio Edit).mp3,"funky house, club, vocal house, beat, electroclash"
The Second Summer Of Love,Danny Wilson,Danny Wilson - The Second Summer Of Love.mp3,"british pop, pop rock, oldies, new wave, soundtrack"
"Bach, JS: Prelude and Fugue in C Major, BWV 531: Fugue",Lionel Rogg,"Lionel Rogg - Bach, JS_ Prelude and Fugue in C Major, BWV 531_ Fugue.mp3","early music, easy listening, los angeles, baroque, classic"
Hoochie Coochie Man,The Jeff Healey Band,The Jeff Healey Band - Hoochie Coochie Man.mp3,"blues-rock, blues, instrumental rock, southern rock, soft rock"
Ftei O Erotas,Angela Dimitriou,Angela Dimitriou - Ftei O Erotas.mp3,"pop folk, modern laika, greek"
Exchange,Abraham Laboriel,Abraham Laboriel - Exchange.mp3,"jazz, fusion, blues, funk, jazz rock"
Bad Seed,Jan Howard,Jan Howard - Bad Seed.mp3,"classic country, country rock, country blues, oldies, female vocalist"
Will You Love Me Tomorrow,The Shirelles,The Shirelles - Will You Love Me Tomorrow.mp3,"doo-wop, ballad, all-female, brill building pop, soft rock"
It Won't Be Christmas,David Martin,David Martin - It Won't Be Christmas.mp3,"screamo, reggae, pop, singer-songwriter, death metal"
Oh My God (Album Version),Sticky Fingaz,Sticky Fingaz - Oh My God (Album Version).mp3,"hip hop, rap, hardcore hip hop, club, hardcore rap"
Marie d'Aquitaine,Michèle Arnaud,Michèle Arnaud - Marie d'Aquitaine.mp3,"chanson, pop, rock, french, los angeles"
Blessed Assurance,Glad,Glad - Blessed Assurance.mp3,"ccm, country rock, inspirational, indie rock, male vocalist"
Another Long One (Album Version),Shawn Colvin,Shawn Colvin - Another Long One (Album Version).mp3,"country rock, pop rock, folk rock, soft rock, ballad"
Knocked Out Of The Park,John Davis,John Davis - Knocked Out Of The Park.mp3,"jazz fusion, downtempo, hip hop, italian disco, roots rock"
Don't Phunk With My Heart,Java,Java - Don't Phunk With My Heart.mp3,"musette, downtempo, trance, future jazz, hard trance"
Wild Rose (Back 2 Basics Mix),Bombay Rockers,Bombay Rockers - Wild Rose (Back 2 Basics Mix).mp3,"bhangra, hip hop, pop rap, desi, dance music"
Salt In NYC,Trafik,Trafik - Salt In NYC.mp3,"progressive house, tech house, progressive trance, breakbeat, downtempo"
I Hold Your Hand in Mine (Live at Royal Albert Hall),Tiny Tim,Tiny Tim - I Hold Your Hand in Mine (Live at Royal Albert Hall).mp3,"cabaret, vaudeville, classic rock, ballad, folk rock"
Den Pai Alo,Christos Dantis,Christos Dantis - Den Pai Alo.mp3,"pop rock, singer-songwriter, male vocalist, greek, eurovision"
Spirit (Soulive Mix),Pe'z,Pe'z - Spirit (Soulive Mix).mp3,"argentine rock, future jazz, space rock, j pop, post rock"
Leng Jing,Stephy Tang,Stephy Tang - Leng Jing.mp3,"cantonese pop, chinese music, female vocalist, pop, female"
Wessex Loses a Bride (Instrumental),Nick Ingman,Nick Ingman - Wessex Loses a Bride (Instrumental).mp3,"jazz funk, exotica, jazz, soul jazz, easy listening"
Isla del Luna,Lisa Lynne,Lisa Lynne - Isla del Luna.mp3,"chill-out, celtic fusion, celtic, neoclassical, easy listening"
Nine Ways (Original Mix),JDS,JDS - Nine Ways (Original Mix).mp3,"happy hardcore, breakbeat, club, funk, electro"
Oaktown (remix),Casual,Casual - Oaktown (remix).mp3,"hip hop, underground rap, g funk, alternative rap, gothic rock"
Get Your Head Stuck On Your Neck (Mekapella),Soul Mekanik,Soul Mekanik - Get Your Head Stuck On Your Neck (Mekapella).mp3,"tech house, progressive house, deep house, tribal house, broken beat"
Larger Than Life,Backstreet Boys,Backstreet Boys - Larger Than Life.mp3,"teen pop, pop, rock, adult contemporary, ballad"
"Stille Nacht, Heilige Nacht",The American Boychoir,"The American Boychoir - Stille Nacht, Heilige Nacht.mp3","j pop, mambo, hard house, rock, electronic"
Clementina Santafè,Gloriana,Gloriana - Clementina Santafè.mp3,"teen pop, country rock, country music, female vocalist, country"
Rumba de Barcelona,Los Manolos,Los Manolos - Rumba de Barcelona.mp3,"flamenco, europop, rumba, samba, pop rap"
La Bohème: Act IV: Sono andati? Fingevo di dormire,Plácido Domingo,Plácido Domingo - La Bohème_ Act IV_ Sono andati_ Fingevo di dormire.mp3,"symphonic rock, opera, bel canto, pop rock, female vocalist"
Native Soul,Danilo Perez,Danilo Perez - Native Soul.mp3,"latin jazz, future jazz, brazilian jazz, piano blues, broken beat"
Baby Come To Me (feat. Daryl Hall),Kenny G,Kenny G - Baby Come To Me (feat. Daryl Hall).mp3,"instrumental pop, smooth jazz, latin jazz, nu jazz, musica"
Ten Tonne,Chase,Chase - Ten Tonne.mp3,"breakbeat, hip hop, jungle music, club, dance"
Mitchy The Kid,Marc Shaiman,Marc Shaiman - Mitchy The Kid.mp3,"soundtrack, classical, easy listening, disco, pop rock"
Jenny Take a Ride,Mitch Ryder & The Detroit Wheels,Mitch Ryder & The Detroit Wheels - Jenny Take a Ride.mp3,"blues-rock, pop rock, blue-eyed soul, heartland rock, rock"
Sonnerie lalaleulé hi houuu,Blingtones,Blingtones - Sonnerie lalaleulé hi houuu.mp3,"turnablism, hip hop"
Got My Mojo Workin,Pucho & His Latin Soul Brothers,Pucho & His Latin Soul Brothers - Got My Mojo Workin.mp3,"latin jazz, hard trance, hard house, boogaloo, chill-out"
Dancing to a Standstill,The Black Velvet Band,The Black Velvet Band - Dancing to a Standstill.mp3,"irish folk, pop rock, celtic, hip hop, rock"
Midnight Star (Club Mix),Luna Orbit Project,Luna Orbit Project - Midnight Star (Club Mix).mp3,"club, trance, edm, island music, vocal trance"
Living Hell,Bitter End,Bitter End - Living Hell.mp3,"stoner metal, groove metal, garage rock, psychedelic rock, thrash metal"
Intro,40 Grit,40 Grit - Intro.mp3,"nu metal, alternative metal, heavy metal, progressive house, deep house"
Harajuku Girls,Gwen Stefani,Gwen Stefani - Harajuku Girls.mp3,"rock, pop, ballad, club, grunge"
The Ballad Of Sleeping Beauty (Album Version),Sophie B. Hawkins,Sophie B. Hawkins - The Ballad Of Sleeping Beauty (Album Version).mp3,"ballad, soft rock, pop rock, singer-songwriter, instrumental rock"
Prognosis,Steve Morse,Steve Morse - Prognosis.mp3,"blues-rock, instrumental rock, hard rock, folk rock, guitar virtuoso"
"Just a Little Lovin' (Will Go a Long, Long Way)",Eddy Arnold,"Eddy Arnold - Just a Little Lovin' (Will Go a Long, Long Way).mp3","honky tonk, classic country, traditional country, country pop, rockabilly"
"A Whiter Shade of Pale (Live at Fillmore West, 3/7/1971)",King Curtis,"King Curtis - A Whiter Shade of Pale (Live at Fillmore West, 3_7_1971).mp3","instrumental rock, southern soul, soul jazz, east coast blues, jazz funk"
Because of You,Neil Sedaka,Neil Sedaka - Because of You.mp3,"brill building pop, soft rock, pop rock, doo-wop, teen pop"
Lake of Dreams,Lisa Lynne,Lisa Lynne - Lake of Dreams.mp3,"chill-out, celtic fusion, celtic, neoclassical, easy listening"
Der kleine Dompfaff,Line Renaud,Line Renaud - Der kleine Dompfaff.mp3,"chanson, disco, italian disco, easy listening, jazz"
Mayday,Natural Elements,Natural Elements - Mayday.mp3,"hip hop, hardcore hip hop, rap, underground hip hop, united states"
I don't Want to Be Alone Tonight,Jauida,Jauida - I don't Want to Be Alone Tonight.mp3,"male vocalist, acoustic, spanish, latin, rock en espanol"
Doppelgänger (Qliphothic Phantasmagoria),Coph Nia,Coph Nia - Doppelgänger (Qliphothic Phantasmagoria).mp3,"dark ambient, neofolk, dark wave, martial industrial, death industrial"
"Disappeared (Live at Martyr's, Chicago - November 17, 2002)",John Wesley,"John Wesley - Disappeared (Live at Martyr's, Chicago - November 17, 2002).mp3","disco, calypso, reggae, hard trance, dub"
Small World,Ethel Merman,Ethel Merman - Small World.mp3,"vaudeville, show tunes, disco, swing, oldies"
Swallow the Knife (Segue) (Live),Story of the Year,Story of the Year - Swallow the Knife (Segue) (Live).mp3,"screamo, emo, rock, alternative, california"
I Hate You,The Stolen Minks,The Stolen Minks - I Hate You.mp3,"dance rock, psychobilly, riot grrrl, disco, garage punk"
Un peu d'amour et d'amitié,Maurice Larcange,Maurice Larcange - Un peu d'amour et d'amitié.mp3,"chanson, musette, pop, folk, world"
Toxic,A Static Lullaby,A Static Lullaby - Toxic.mp3,"post-hardcore, screamo, emo, alternative metal, melodic hardcore"
Little Sister,Debbie Davies,Debbie Davies - Little Sister.mp3,"blues-rock, electric blues, latin jazz, california, blues"
The Whistle,Steve Aoki,Steve Aoki - The Whistle.mp3,"cabaret, indie pop, brill building pop, rock, power pop"
"Chains Chains (Live at the Hammersmith Odeon, 15 April 1983)",UFO,"UFO - Chains Chains (Live at the Hammersmith Odeon, 15 April 1983).mp3","heavy metal, hard rock, blues-rock, gangster rap, happy hardcore"
Shameless,All Time Low,All Time Low - Shameless.mp3,"pop punk, punk, pop, punk pop, emo pop"
L'envers du decor,Richard Galliano,Richard Galliano - L'envers du decor.mp3,"tango, musette, chill-out, jazz, british pop"
And I Love You So,Brian Dullaghan,Brian Dullaghan - And I Love You So.mp3,"irish folk, folk rock, downtempo, rock, irish"
Morning Glory (Remastered),Oasis,Oasis - Morning Glory (Remastered).mp3,"british pop, hard rock, rap, alternative rock, rock"
All Over Me,Jay Tee & Baby Bash,Jay Tee & Baby Bash - All Over Me.mp3,"hard house, happy hardcore, gangster rap, alternative hip hop, hardcore rap"
Rudolph The Red-Nosed Reindeer,John Davis,John Davis - Rudolph The Red-Nosed Reindeer.mp3,"jazz fusion, downtempo, hip hop, italian disco, roots rock"
Misanthrope,Extasick,Extasick - Misanthrope.mp3,"digital hardcore, breakcore, hardcore, punk, group"
As My Life Flies,Pat Travers,Pat Travers - As My Life Flies.mp3,"blues-rock, hard rock, rock, classic rock, stoner metal"
Ven Morena,Orquesta Aragón,Orquesta Aragón - Ven Morena.mp3,"charanga, mambo, bolero, salsa, latin jazz"
Bloody Pig Pile (Live),Dropkick Murphys,Dropkick Murphys - Bloody Pig Pile (Live).mp3,"celtic punk, folk rock, classic rock, punk, rock"
L'accordéoniste,Les Hurlements d'Léo,Les Hurlements d'Léo - L'accordéoniste.mp3,"folk rock, chanson, 2 tone, gypsy jazz, rock steady"
Turn Around,True Believers,True Believers - Turn Around.mp3,"melodic hardcore, hip hop, dark ambient, rock, punk"
We Wish You a Merry Christmas (Dance Version),SNOWPATROL,SNOWPATROL - We Wish You a Merry Christmas (Dance Version).mp3,"indie rock, rock, pop, alternative, alternative rock"
Hex Breaker,Taint,Taint - Hex Breaker.mp3,"power electronics, sludge metal, post-hardcore, electronic, noise"
Böse (120 BPM),Die Fantastischen Vier,Die Fantastischen Vier - Böse (120 BPM).mp3,"pop rap, hip hop, europop, trip hop, downtempo"
Why Don't You Eat Where You Slept Last Night,Zuzu Bollin,Zuzu Bollin - Why Don't You Eat Where You Slept Last Night.mp3,"r&b, texas blues, electric blues, jump blues, blues"
Brighton by the Sea,Jason Miles,Jason Miles - Brighton by the Sea.mp3,"jazz fusion, hard bop, smooth jazz, meditation, instrumental pop"
State Of Chaos (Intro Mix),MHS,MHS - State Of Chaos (Intro Mix).mp3,"tech house, electro, dance-punk, techno, electroclash"
A Mi No Me Importa,Nelson Ned,Nelson Ned - A Mi No Me Importa.mp3,"latin jazz, mariachi, brazilian pop music, karaoke, thrash metal"
The Date (Remix By Ana Rago),Avril - Remix By Ana Rago,Avril - Remix By Ana Rago - The Date (Remix By Ana Rago).mp3,"trip hop, downtempo, tech house, electro, breakbeat"
Le presbytère n'a rien perdu de son charme,Philippe Sarde,Philippe Sarde - Le presbytère n'a rien perdu de son charme.mp3,"smooth jazz, soundtrack, easy listening, jazz funk, jazz"
Ease (Remastered 2011),Public Image Limited,Public Image Limited - Ease (Remastered 2011).mp3,"dance rock, alternative dance, experimental rock, noise rock, madchester"
Hawaiian Chimes,Leonard Kwan,Leonard Kwan - Hawaiian Chimes.mp3,"slack key guitar, mondiovision, island music, electronic, pop"
Suffocating Under Words Of Sorrow (What Can I Do),Bullet For My Valentine,Bullet For My Valentine - Suffocating Under Words Of Sorrow (What Can I Do).mp3,"alternative metal, screamo, heavy metal, rock, metal"
Deep Night/Softly As In A Morning Sunrise (Medley),Terry Snyder & The All Stars,Terry Snyder & The All Stars - Deep Night_Softly As In A Morning Sunrise (Medley).mp3,"space age pop, easy listening, mambo, exotica, boogaloo"
Let Me Show You (I Just Want to Make You Smile),Marcus Miller,Marcus Miller - Let Me Show You (I Just Want to Make You Smile).mp3,"jazz funk, soul jazz, smooth jazz, funk, jazz fusion"
Monster for Music,The Beatnuts,The Beatnuts - Monster for Music.mp3,"grime, chill-out, gangster rap, trip hop, hip hop"
Complain,Ayo,Ayo - Complain.mp3,"neo soul, r&b, smooth jazz, reggae, blues"
Everchanging,Rise Against,Rise Against - Everchanging.mp3,"hardcore punk, rock, punk, hardcore, punk revival"
Dansende Foran Speilet,Mons Leidvin Takle,Mons Leidvin Takle - Dansende Foran Speilet.mp3,"lullaby, jazz, norwegian, instrumental, christian"
Tumba Tumba,Charanga Forever,Charanga Forever - Tumba Tumba.mp3,"salsa, charanga, los angeles, latin, cuban"
The Melting Moon (Edit),VHS or Beta,VHS or Beta - The Melting Moon (Edit).mp3,"disco, new wave, electro, pop rock, post rock"
Chorinho pra ele (Live),Richard Galliano,Richard Galliano - Chorinho pra ele (Live).mp3,"tango, musette, chill-out, jazz, british pop"
Only for the Young,George Lopez,George Lopez - Only for the Young.mp3,"california, stand-up comedy, comedy, funny, spoken word"
Serene,The Cosmosamatics,The Cosmosamatics - Serene.mp3,"free jazz, jazz, post-bop, avant-garde, ballad"
Recorda Me,Bobby Hutcherson,Bobby Hutcherson - Recorda Me.mp3,"latin jazz, jazz funk, hard bop, soul jazz, free jazz"
Stronger Than Me,Amy Winehouse,Amy Winehouse - Stronger Than Me.mp3,"vocal jazz, blues, pop rock, funk, pop"
U Don't Hear Me Tho' (Street Mix),Rodney O & Joe Cooley,Rodney O & Joe Cooley - U Don't Hear Me Tho' (Street Mix).mp3,"miami bass, old school hip hop, hip hop, rap, electro"
The Illusionist,Scar Symmetry,Scar Symmetry - The Illusionist.mp3,"death metal, heavy metal, progressive, metal, sweden"
Medley Leïla,Leila Chicot,Leila Chicot - Medley Leïla.mp3,"zouk, caribbean, french"
Pero Me Acuerdo de Tí,Christina Aguilera,Christina Aguilera - Pero Me Acuerdo de Tí.mp3,"dance pop, teen pop, neo soul, r&b, ballad"
