Song,Genre,Cluster,Confidence,PCA1,PCA2,z1,z2,z3
Alexander O'Neal - Unbreak My Heart,dance pop,3,0.53103185,0.11980143,0.073970616,0.25320596,0.031529322,-0.23919979
Alexander O'Neal - When A Man Loves A Woman,dance pop,3,0.5310428,0.13804553,0.06353168,0.23644392,0.0472098,-0.23576842
Alexander Zonjic - Little Sunflower,jazz funk,3,0.53101707,0.16492987,0.02422852,0.22444788,0.05263965,-0.24229568
Alexandre Desplat - Breaking In,soundtrack,14,0.65471125,2.2807508,-0.34259242,-0.8452755,0.6488901,-0.0052423254
Alexandre Desplat - Hidden Documents,soundtrack,14,0.6554324,2.3602803,-0.36738816,-0.88811636,0.67362636,-0.005418703
Alexandre Desplat - High-Speed French Train,soundtrack,14,0.65499437,2.3081193,-0.35280105,-0.86017585,0.6579046,-0.013923824
Alexandre Desplat - Le Chagrin De Coco,soundtrack,14,0.65427244,2.2380788,-0.3225349,-0.8175636,0.63019276,-0.01647012
Alexandre Desplat - Meeting Daisy (Album Version),soundtrack,14,0.65587425,2.4279733,-0.3803267,-0.9131532,0.70882213,-0.0058570057
Alexandre Desplat - Palmer enquête,soundtrack,17,0.9999994,2.6770358,4.6812706,0.6629653,1.2556009,0.279528
Alexandre Desplat - The Epi-Pen,soundtrack,14,0.653809,2.2095673,-0.35080686,-0.8294364,0.6242204,-0.028835151
Alexis HK - Diable attend,chanson,22,1.0,-0.46939132,0.17151688,-0.7260821,-1.3540404,-2.93578
Alexis HK - Juste une fois (Version instrumentale),chanson,22,1.0,-0.29233435,0.19263542,-0.73786104,-1.1983712,-2.860309
Alexis HK - La paix des étoiles,chanson,22,1.0,-0.43764412,0.16648056,-0.7443144,-1.335292,-2.9515128
Alexis HK - Maudits anglois,chanson,22,1.0,-0.44841838,0.14614715,-0.7612184,-1.3534329,-2.948611
Alexisonfire - Mailbox Arson,post-hardcore,29,0.99801946,-0.6478683,-1.1360208,-0.48815647,-1.5636108,-0.23993783
Alfredo Gutierrez - Dos Mujeres,louisiana blues,0,0.777117,-1.492727,0.9835022,1.3279597,-0.85070515,-0.2163311
Alfredo Gutierrez - El Niño De La Calle,louisiana blues,3,0.5310493,0.11903854,0.0734372,0.2661159,0.036788195,-0.24979548
Alfredo Gutierrez - El Troyano,louisiana blues,0,0.77713126,-1.5125318,1.0209336,1.3409271,-0.854727,-0.21296751
Alfredo Gutierrez - Linda Mariposa,louisiana blues,3,0.5310428,0.13413091,0.07380389,0.2641664,0.045059875,-0.25123885
Alfredo Kraus - La Alegria del Batallón (Guajira),opera,14,0.6538028,2.2057264,-0.3321528,-0.8127397,0.62037885,-0.025344409
Alfredo Kraus - Los de Aragón_ los de Aragón (Remastered Version 2017),opera,3,0.5310833,0.12987676,0.073895484,0.267895,0.06589504,-0.25742367
Ali Ekber Cicek - Dünya Malına Güvenme,crunk,3,0.5309255,0.24869215,0.01696986,0.18124391,0.06586108,-0.23179159
Alias - After All The Love Is Gone,bass music,29,0.9978802,-0.6406388,-1.1199929,-0.4719257,-1.5488544,-0.24686669
Alias - Standing In The Darkness,bass music,29,0.99777967,-0.6307663,-1.1101067,-0.46543714,-1.5347908,-0.24405473
Alias - What To Do,bass music,29,0.9979406,-0.63572323,-1.123243,-0.46948433,-1.5524981,-0.24279413
Alice Cooper - Be My Lover,shock rock,3,0.53102505,0.16591173,0.03450784,0.2233101,0.051412165,-0.2409779
Alice Cooper - Goin' To The River,shock rock,14,0.6536243,2.1899152,-0.339633,-0.80718863,0.61442816,-0.03507229
Alice Cooper - This House Is Haunted,shock rock,14,0.6552992,2.338452,-0.36449975,-0.8801782,0.6546111,-0.015341163
Alice In Chains - Angry Chair (2022 Remaster),grunge,29,0.99807847,-0.66088116,-1.1389444,-0.47819018,-1.5748851,-0.24285814
"Alice In Chains - Brother (Live at the Majestic Theatre, Brooklyn, NY - April 1996)",grunge,3,0.5310193,0.17382558,0.02465631,0.21420026,0.056712106,-0.23978637
Alice In Chains - God Smack (2022 Remaster),grunge,29,0.9979912,-0.6387391,-1.1357929,-0.4793989,-1.5549568,-0.24548395
Alice In Chains - I Know Somethin (Bout You),grunge,29,0.99781716,-0.6492083,-1.1119887,-0.4575985,-1.5494087,-0.24586315
Alice In Chains - Lesson Learned,grunge,29,0.9981172,-0.6498028,-1.1457342,-0.4863332,-1.5749463,-0.2428309
Alice In Chains - Sickman (2022 Remaster),grunge,29,0.9979856,-0.6382762,-1.129008,-0.47868365,-1.5566678,-0.23835579
Alice In Chains - Take Her Out,grunge,29,0.9976095,-0.592129,-1.1139488,-0.46708038,-1.4899428,-0.2485348
Alice In Chains - Would_ (2022 Remaster),grunge,29,0.9979359,-0.6110754,-1.1354644,-0.48542005,-1.5302036,-0.2495842
Alice Stuart - Bad Girl,electric blues,14,0.65430903,2.2458878,-0.3429865,-0.838871,0.6348377,-0.025599161
Alice Stuart - Kassie Jones,electric blues,14,0.6553165,2.3404157,-0.38249838,-0.89015836,0.6570895,-0.014979468
Alice Stuart - Woman Blue,electric blues,14,0.65443283,2.2548296,-0.33563125,-0.8336385,0.635431,-0.022755716
Alicia Keys - Heartburn,neo soul,0,0.7770772,-1.463978,1.0117524,1.3207983,-0.81425244,-0.22573018
Alicia Keys - If I Ain't Got You,neo soul,3,0.5310271,0.17449276,0.041569673,0.22961497,0.0647009,-0.24372464
"Alicia Keys - If I Was Your Woman (Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005)",neo soul,3,0.5310349,0.17007627,0.03609214,0.23206815,0.06329459,-0.24615152
Alicia Keys - Karma,neo soul,3,0.5310351,0.14705049,0.052257515,0.23683046,0.04526712,-0.2452035
Alicia Keys - Wait Til You See My Smile,neo soul,3,0.5309085,0.29050344,-0.018003643,0.13688342,0.08767967,-0.23321275
All Leather - As The Hog Pisseth,digital hardcore,29,0.99781525,-0.6351491,-1.1102437,-0.47413918,-1.5391992,-0.24222393
"All Leather - Please Jesus, Send Me Someone To Fuck",digital hardcore,29,0.99799466,-0.64810956,-1.1296892,-0.48136047,-1.5629728,-0.24288043
All Shall Perish - The True Beast,death core,29,0.9981647,-0.67448056,-1.1511288,-0.48062435,-1.5960336,-0.24427773
All Time Low - Shameless,pop punk,3,0.5310456,0.10468513,0.0719737,0.26182854,0.022850841,-0.24836257
All Time Low - Umbrella,pop punk,0,0.7764974,-1.4792591,0.8632998,1.2429699,-0.9515888,-0.20735045
Allan Taylor - The Traveller,downtempo,3,0.5310255,0.19634473,0.03417149,0.21334618,0.08308458,-0.23890537
Alphonse Mouzon - The Ram and the Scorpio,jazz funk,3,0.5310173,0.17866147,0.03656824,0.21968538,0.059348464,-0.24471883
Alternative TV - Dub In Bed,experimental rock,0,0.77703667,-1.4401549,1.0055511,1.3144107,-0.79965615,-0.2222271
"Alternative TV - Lemons, For Kevin",experimental rock,3,0.53101957,0.16248117,0.05360067,0.23693283,0.0517305,-0.2452298
Alternative TV - Nasty Little Lonely,experimental rock,14,0.65363395,2.1873589,-0.33829123,-0.80863667,0.6075217,-0.026393704
Alturas - Turu Wilakuy,world beat,21,1.0,-2.9520133,-0.21418148,0.80242026,-3.1721458,-0.20435968
Alvin Youngblood Hart - Livin' In a Strain (Album Version),blues-rock,16,0.99999917,0.37076446,-1.2891294,-0.46248764,1.3050654,-2.840405
Alvino Rey & His Orchestra - My Buddy,space age pop,14,0.65461904,2.266759,-0.34192201,-0.8406567,0.6303809,-0.015398867
Alvino Rey & His Orchestra - Steel Guitar Rag,space age pop,14,0.6545728,2.263991,-0.3477057,-0.8440255,0.6319153,-0.016221844
AmaLee - Metamorphosis,death metal,29,0.997684,-0.639192,-1.1017796,-0.44932586,-1.5225263,-0.24615371
Amalia Avgoustaki - Dimitroula,greek,29,0.99700457,-0.6292429,-1.0541922,-0.4213102,-1.4810877,-0.24447317
Amanajé - Herval na percaria,frevo,3,0.5309532,0.09595369,-0.0635812,0.16538905,-0.065211415,-0.25210378
Amber Nicholson - Tonight It's Just Me,country,3,0.53102416,0.15756512,0.05050931,0.23664595,0.049776375,-0.24887824
Ambient Music Therapy - Voice of Angels Drone for Spiritual Well Being,meditation,14,0.6542994,2.2412906,-0.3300257,-0.8187541,0.62885046,-0.035144843
Ameritz Countdown Karaoke - Rendezvous-Ich Hab' Dich Seit Langem Nicht Gesehen (In the Style of Jawoll) [Karaoke Version],new wave,3,0.5310281,0.15028732,0.04718771,0.23074964,0.046703905,-0.24231133
Ameritz Karaoke Entertainment - Falling Leaves (In the Style of Grandpa Jones) [Karaoke Version],bluegrass,3,0.5310222,0.16992985,0.02497577,0.20785308,0.05640064,-0.23255606
Ameritz Karaoke Entertainment - This Is My Life (In the Style of Phil Vassar) [Karaoke Version],country rock,5,1.0,1.5638489,3.03943,1.0111893,2.1637254,1.2094195
Amilcar - L4-L5,meditation,14,0.6556255,2.38242,-0.35906014,-0.885965,0.66772413,-0.01102189
Amira Elfeky - Tonight (demo),downtempo,3,0.5310131,0.17561427,0.030809335,0.2194979,0.05038984,-0.2499185
Amoral - Perfection Design,death metal,29,0.998086,-0.61455154,-1.1499679,-0.50276583,-1.5490475,-0.24765424
Amoral - The Last Round,death metal,29,0.9980551,-0.61247015,-1.1464432,-0.5017413,-1.5442617,-0.24545579
Amorphis - And I Hear You Call,progressive metal,29,0.9980709,-0.67223656,-1.1370487,-0.4744527,-1.5885041,-0.2425425
Amorphis - Black Embrace (From the Privilege of Evil EP),progressive metal,21,1.0,-2.6153798,-0.28664467,0.71303177,-2.835023,-0.1462481
Amorphis - Crimson Wave,progressive metal,29,0.9978491,-0.6535547,-1.1164469,-0.46150857,-1.5567651,-0.24018475
Amorphis - Into Hiding,progressive metal,29,0.99810326,-0.6004567,-1.1586823,-0.51339644,-1.5376759,-0.24754894
Amorphis - Misery Path (From the Privilege of Evil),progressive metal,21,1.0,-2.7103562,-0.30669668,0.71752095,-2.9383888,-0.15371147
Amorphis - The Lost Name of God,progressive metal,29,0.9980781,-0.612491,-1.151007,-0.4941301,-1.5433557,-0.24764436
Amy Winehouse - In My Bed,vocal jazz,29,0.99747926,-0.60956013,-1.0998164,-0.45486575,-1.4903839,-0.2519053
Amy Winehouse - Stronger Than Me,vocal jazz,3,0.5310511,0.12559135,0.07690417,0.25714916,0.04334116,-0.24703085
"Amy Winehouse - Valerie (Live At BBC Radio 1 Live Lounge, London _ 2007)",vocal jazz,3,0.5310446,0.16506052,0.044831544,0.23818809,0.068910986,-0.2500774
An Cafe - Koritsu Hospital,dance rock,29,0.99778676,-0.6412926,-1.1138037,-0.46510816,-1.5425786,-0.24104027
An Cafe - Pipopapo Telepathy,dance rock,29,0.9978948,-0.6505257,-1.1236087,-0.4686457,-1.5557024,-0.24555412
An Cafe - Portraying Light With Rainbow Colored Crayon (Nanairo Crayon De Egaku Hikari),dance rock,3,0.5310499,0.11290039,0.08650393,0.27143037,0.03797306,-0.24629599
Ana Bekuta - Kako mi je pitas sad,pop folk,29,0.99760145,-0.6509918,-1.0987487,-0.44209558,-1.5302747,-0.24831867
Ana Popovic - Shadow After Dark,blues-rock,16,1.0,-0.09358656,-1.2564476,-0.2904774,0.99576366,-2.8864899
Ana Popovic - U Complete Me (Blues Version - Bonus Track),blues-rock,16,1.0,-0.028010424,-1.289004,-0.31106818,1.0557112,-2.878652
ANAT BEN-DAVID - Moon Boom,tech house,3,0.53102684,0.16634852,0.02918055,0.22192098,0.058690555,-0.24022584
ANAT BEN-DAVID - Robot Kid,tech house,21,1.0,-2.4233894,-0.23224556,0.71611464,-2.5945811,-0.13861899
Ancient Astronauts - Crescent Moon,trip hop,3,0.5310198,0.15218756,0.047519714,0.23121604,0.042950153,-0.23795694
Andrae Crouch - I've Got Confidence,soul jazz,3,0.5310269,0.14302097,0.05379065,0.23871669,0.04080434,-0.24072528
Andrae Crouch - Jesus Is the Lord,soul jazz,3,0.5310231,0.14727618,0.04688908,0.24006666,0.039068878,-0.2426403
Andrae Crouch - Praises,soul jazz,14,0.6553172,2.3416817,-0.38408434,-0.8907883,0.66532946,-0.014928725
Andre Verchuren - Aubade d'oiseau,chanson,6,0.99999964,2.232771,-0.11312811,-1.9292877,-0.44587183,-2.7610419
Andre Verchuren - Aviatic,chanson,22,1.0,-0.30864167,0.09936771,-0.8602853,-1.2883513,-2.9483619
Andre Verchuren - Jalousie,chanson,6,0.9999999,2.311517,-0.08296399,-1.931045,-0.37638763,-2.7702088
Andre Verchuren - Maria Morena (Paso-doble),chanson,22,1.0,-0.440844,0.17386854,-0.7519865,-1.3409219,-2.9514735
Andre Verchuren - Poema,chanson,6,0.9999999,2.3491993,-0.09932284,-1.9341156,-0.3509382,-2.737107
Andre Verchuren - Tra La La Musette,chanson,6,0.99999976,2.2815652,-0.1007358,-1.9251707,-0.4083166,-2.771285
Andre Verchuren - Un p'tit brin de musette (Valse),chanson,22,1.0,-0.30457303,0.16601552,-0.784678,-1.2705557,-2.9044259
Andre Verchuren - Valse des montagnes,chanson,22,1.0,-0.33849776,0.08270469,-0.8395941,-1.3109466,-2.9217293
Andrea - It's Not Whatcha Got (Fondling Club Mix),italian disco,21,0.9999999,-2.2748046,-0.25008246,0.6573332,-2.4849825,-0.12894228
Andrea Bocelli - The Blessing,breakbeat,3,0.5310163,0.19199127,0.020624869,0.21065122,0.070959374,-0.23934388
Andreas Dorau - Das Telefon sagt du,tech house,3,0.5310575,0.038390845,0.1345906,0.3232888,-0.00033986568,-0.24940561
Andreas Dorau - Immer nur warten,tech house,29,0.9978269,-0.6544143,-1.113779,-0.4697075,-1.5536035,-0.24131933
Andreas Dorau - So ist das nun mal,tech house,21,1.0,-2.3669682,-0.026599064,0.8443088,-2.4127898,-0.16372086
Andreas Vollenweider - La lune et l'enfant,europop,12,0.99916613,0.48363933,2.8811276,0.81623214,0.2518625,0.22851603
Andrei Krylov - Village Dance,brazilian jazz,14,0.6550204,2.30602,-0.35158166,-0.85919493,0.64313835,-0.0075674206
Andrew W.K. - Can You Dance With Me_,alternative metal,29,0.9982704,-0.6090524,-1.1757038,-0.5256375,-1.5645074,-0.24268468
Andrew W.K. - Don't Call Me Andy,alternative metal,29,0.99816304,-0.626068,-1.161033,-0.50482726,-1.5628619,-0.24418129
Andrew W.K. - Long Live The Party,alternative metal,29,0.997938,-0.6323004,-1.1277951,-0.478495,-1.5473554,-0.24427436
André Blot - Breiz Ma Bro _Bretagne Mon Pays_ (Valse),musette,29,0.99809283,-0.63722765,-1.1563352,-0.48582253,-1.5623312,-0.25595695
André Minvielle - Les Chaudrons,jazz,0,0.77703595,-1.4636999,0.96976393,1.312091,-0.82757795,-0.22409782
André Popp - Fernando,chanson,22,0.9999261,0.4547074,0.04964813,-1.146669,-1.0053185,-2.8840377
Andrés Calamaro - Un vestido y un amor (En vivo),tango,3,0.53102636,0.16533273,0.048488013,0.22919302,0.05603908,-0.24404633
Andy & Lucas - Dame un Besito (Version Salsa),flamenco,3,0.45331025,-0.20678683,-0.4184658,-0.033505112,-0.62354624,-0.24221988
Andy & Lucas - Dime Si Me Quieres,flamenco,29,0.99724174,-0.62666345,-1.0746439,-0.43638527,-1.4897094,-0.2512454
Andy & Lucas - Dios Bendiga,flamenco,3,0.53103673,0.11951648,0.06684241,0.2540543,0.029292047,-0.24274984
Andy & Lucas - Hasta los Huesos,flamenco,3,0.5310318,0.122883245,0.063699834,0.25130025,0.02635564,-0.2423763
Andy & Lucas - Mirame A La Cara (Version Salsa),flamenco,3,0.53105366,0.08205487,0.09942159,0.3000533,0.019228548,-0.251366
Andy & Lucas - Quiero Ser Tu Sueño,flamenco,29,0.9974021,-0.6672698,-1.0750034,-0.42688698,-1.5269392,-0.23644309
Andy Griffith - Just A Closer Walk With Thee,comedy,17,0.9999989,3.1467097,4.853407,0.58716154,1.3118951,0.40597093
Andy Griffith - Turn Yourn Radio On,comedy,29,0.971641,-0.38803545,-0.8088998,-0.28589797,-1.0717946,-0.2578024
Andy Russell - I Love You and You Love Me,world,14,0.6512969,2.0654438,-0.33117115,-0.75381684,0.5502917,-0.033315092
Andy Santana Bass - Mi Vida,bachata,0,0.77221614,-0.98409116,0.6856532,0.9984313,-0.56042194,-0.23552687
"Angel Romero - 12 Concertos, Op. 3 _L'estro armonico_ _ Concerto No. 6 in A Minor for Violin, RV 356 _ Vivaldi_ 12 Concertos, Op. 3 _L'estro armonico_ _ Concerto No. 6 in A Minor for Violin, RV 356_ II. Largo",tech house,14,0.6556771,2.397168,-0.37224293,-0.89187807,0.6938508,-0.016992196
Angel Romero - Tárrega_ Prelude No. 2 (2000 Digital Remaster),tech house,14,0.6554475,2.3668635,-0.3663389,-0.8795519,0.6908899,-0.012035996
Angela Dimitriou - Den Mporo Na Figo,pop folk,3,0.53103626,0.15074712,0.054259084,0.23692727,0.04773827,-0.24580899
Angela Dimitriou - Edo Pou Ta Leme,pop folk,21,0.9999999,-2.256437,-0.2173588,0.67674136,-2.4403288,-0.1324998
Angela Dimitriou - Ftei O Erotas,pop folk,3,0.53105974,0.09277199,0.075075015,0.26709545,0.017426834,-0.25120348
Angela Dimitriou - Mi Mas Agapas,pop folk,21,1.0,-2.5309136,-0.31494787,0.69420683,-2.7878146,-0.1440131
Angela Dimitriou - Pia Thisia (Live),pop folk,3,0.53105146,0.09709011,0.0778612,0.26841053,0.017192379,-0.2514534
Angela Dimitriou - Ta Methismena S' Agapo,pop folk,3,0.53106177,0.1285385,0.067685224,0.25622362,0.049864337,-0.25132287
Angela Dimitriou - Trela Ksereis Na Poulas,pop folk,29,0.9978181,-0.6745105,-1.1055112,-0.4538313,-1.5647893,-0.24452814
Angela Lashley - Too Far From The Tree,patriotic,3,0.53103036,0.14908086,0.047871947,0.23416296,0.046279132,-0.24354756
Angela Stewart - Ready For The Love,lovers rock,3,0.53104705,0.14540161,0.062084623,0.24236491,0.054329693,-0.24436845
Angella Christie - Walk With Me (Remix),country gospel,3,0.53105676,0.097014606,0.08658231,0.27750057,0.029494688,-0.24811162
Angelo Badalamenti - Love Me,chill-out,14,0.6550332,2.3164737,-0.36046192,-0.8676519,0.6736302,-0.0048514456
Angelo Badalamenti - Overture_Blue Tahitian Moon,chill-out,3,0.53104275,0.1499996,0.04394547,0.23329535,0.051109836,-0.2443979
Angelo Badalamenti - Taryn's Deepest Fear (2015 Remaster),chill-out,14,0.6495339,1.778561,-0.7576178,-1.0121729,0.0015372038,-0.034845755
Angelo Badalamenti - Vera Begs Dylan,chill-out,14,0.654775,2.2817945,-0.35254544,-0.8469417,0.63364756,-0.011740085
Angélica María - Te Necesito,los angeles,3,0.53103536,0.17242464,0.04658623,0.23077443,0.06726222,-0.24813911
Angélica María - Una Sopita de Tu Propio Chocolate,los angeles,3,0.53104997,0.13079348,0.065545686,0.2520113,0.044710428,-0.24958614
Ani DiFranco - Anyday,hip hop,2,1.0,-0.45509177,2.664568,2.2456143,-0.33298665,-1.5441794
Animus - Skit,hip hop,2,1.0,-0.4421603,2.65517,2.2424545,-0.34082508,-1.5612166
Anita Kerr - Over the Rainbow,country gospel,14,0.6544862,2.2591784,-0.3671621,-0.8508327,0.636467,-0.02610069
Ann Hampton Callaway - For All We Know,vocal jazz,3,0.5310217,0.19105983,0.030702941,0.21263455,0.074990325,-0.23572351
Ann Hampton Callaway - Skylark,vocal jazz,3,0.5310376,0.17537841,0.050843775,0.22623292,0.07211505,-0.24316299
Ann Hampton Callaway - Stompin' at the Savoy,vocal jazz,0,0.77250326,-0.99410164,0.71497893,1.0137302,-0.55776024,-0.23944142
Ann Hampton Callaway - Time After Time,vocal jazz,14,0.6552598,2.3373399,-0.37515897,-0.88958764,0.66409063,-0.013496321
Ann Lee - 2 People (The One Radio Edit),europop,0,0.7767526,-1.6134949,1.1893313,1.4806193,-0.838604,-0.25682318
Ann Lee - So Deep (2001 Extended Vocal),europop,21,0.9999523,-1.9553443,-0.32901445,0.49478963,-2.2171395,-0.14354575
Ann Nesby - Advice (Album Version),disco house,3,0.5310541,0.097596705,0.08729436,0.27513903,0.029825404,-0.24774194
Ann Nesby - I'm Going All The Way (Album),disco house,3,0.53104496,0.11367969,0.06940402,0.25507966,0.030921713,-0.24251297
Ann Nesby - Tables Turn,disco house,3,0.53105366,0.1337684,0.06547929,0.25660455,0.04748541,-0.25549817
Anna Meliti - Lefkes Selides,greek,3,0.5310487,0.10825713,0.06856958,0.25750762,0.024961114,-0.24510273
Anna Vissi - Den Me Agapas,british pop,0,0.77699435,-1.4440819,0.9572553,1.3018152,-0.83313775,-0.2150327
Anne Dudley - A Stepmother's Curse,trip hop,3,0.5310073,0.17538616,0.032095432,0.21628958,0.046795502,-0.24147026
Anne Dudley - Rachel's Retribution,trip hop,14,0.6536169,2.190223,-0.34268296,-0.8099219,0.6114559,-0.03502513
Anne Dudley - Still Lost In The Forest,trip hop,14,0.6559952,2.4388378,-0.3883338,-0.92754793,0.6853268,-0.0067423843
Anne Dudley - Victims of the Occupation,trip hop,14,0.65402347,2.2201836,-0.33180213,-0.81240034,0.6198458,-0.03516628
Annie Blanchard - La Vérité,pop folk,3,0.53104967,0.14523531,0.0663198,0.2485955,0.05730538,-0.24450798
Annie Blanchard - Évangéline,pop folk,3,0.5310236,0.19938391,0.050211348,0.22942333,0.08191635,-0.24568444
Annie Lennox - A Whiter Shade of Pale,soft rock,3,0.53102773,0.17802048,0.03524124,0.22044638,0.06242326,-0.246575
Annie Lennox - Erased,soft rock,3,0.5310129,0.16897206,0.030021384,0.22512189,0.05082448,-0.24486138
Annie Lennox - Little Bird,soft rock,3,0.53104365,0.14091548,0.057228632,0.2383691,0.049301356,-0.24257836
Annie Minogue Band - Love Goes Down (Part Deux),modern rock,29,0.99762636,-0.63695335,-1.1004702,-0.45533246,-1.5207062,-0.24844708
Anoraak - Between Love,indie rock,0,0.77692395,-1.4341531,0.93983686,1.2940967,-0.81682146,-0.22251168
Anthony Blea Y Su Charanga - Tumba Randy,salsa,3,0.5310371,0.12914,0.07061186,0.25384313,0.03575723,-0.24591371
Anthony Cruz - Make It Up,lovers rock,0,0.77705395,-1.4440395,0.99600667,1.3173963,-0.81519544,-0.2205441
Anthony Cruz - Missing You,lovers rock,3,0.5310538,0.103106424,0.07132783,0.26167202,0.021053076,-0.24852887
Anthony Cruz - Sin Ti,lovers rock,3,0.53066677,-0.33625335,0.33635458,0.56447935,-0.21670425,-0.23269498
Anthony Watson - I Love Being Single (Extended Club Mix),lovers rock,0,0.77711374,-1.4772041,1.0256476,1.3324252,-0.82388353,-0.21786088
Anthony Watson - I'm Gonna Take My Time,lovers rock,3,0.53103846,0.14374141,0.060975946,0.2477567,0.050967485,-0.24572802
Anthony Watson - Missing You,lovers rock,0,0.77712464,-1.5180626,1.009445,1.3484473,-0.85064745,-0.23086329
Anti-Flag - Death of a Nation (Live),oi,29,0.99795085,-0.642704,-1.1275887,-0.47551057,-1.5553551,-0.24366288
