Song,Genre,Cluster,Confidence,LogLikelihood,PCA1,PCA2
Amorphis - Misery Path (From the Privilege of Evil),progressive metal,3,1.0,132.84648,1.737373,4.3764095
Amorphis - The Lost Name of God,progressive metal,3,1.0,165.85678,-1.2467247,1.8667239
Amy Lee - Dark Water,new age,3,1.0,156.20395,-1.4019558,-0.7460038
Amy Winehouse - In My Bed,vocal jazz,3,1.0,171.69077,-0.03694177,1.5220287
Amy Winehouse - Stronger Than Me,vocal jazz,3,1.0,161.16322,1.911333,-0.8422293
"Amy Winehouse - Valerie (Live At BBC Radio 1 Live Lounge, London _ 2007)",vocal jazz,3,0.99983215,141.81868,1.5051283,-2.1673176
An Cafe - Koritsu Hospital,dance rock,3,1.0,168.29593,0.73963594,2.3323214
An Cafe - Pipopapo Telepathy,dance rock,3,1.0,163.38472,0.24827713,1.9998883
An Cafe - Portraying Light With Rainbow Colored Crayon (Nanairo Crayon De Egaku Hikari),dance rock,3,1.0,155.53893,2.5746963,-0.24909325
An Cafe - S B Y,dance rock,3,1.0,171.50238,0.20408823,2.1250412
Ana Bekuta - Kako mi je pitas sad,pop folk,3,1.0,164.20096,0.9112934,-0.07782843
Ana Popovic - Shadow After Dark,blues-rock,4,1.0,145.76733,2.3775415,1.6072384
Anane - Let's Get High (Life Love Music) (Yves Larock Radio Edit w_ Rap),deep house,3,1.0,163.87476,1.4154125,0.75867516
ANAT BEN-DAVID - Moon Boom,tech house,3,1.0,149.5416,-1.7788372,-1.1782192
ANAT BEN-DAVID - Robot Kid,tech house,3,1.0,163.09491,1.8899868,1.5392638
Ancient Astronauts - Crescent Moon (Diesler Remix),trip hop,3,1.0,161.31479,1.318778,0.78446984
Andrae Crouch - I've Got Confidence,soul jazz,3,1.0,168.66252,0.41862863,0.37431467
Andrae Crouch - Jesus Is the Lord,soul jazz,3,1.0,167.71576,0.39062423,-0.46785694
Andrae Crouch - Praises,soul jazz,3,1.0,168.21661,-2.0655725,-0.61327755
Andre Verchuren - Aubade d'oiseau,chanson,4,1.0,145.86856,-1.6945555,0.72420853
Andre Verchuren - Aviatic,chanson,4,1.0,144.13246,-1.1164613,-0.025312597
Andre Verchuren - Jalousie,chanson,4,1.0,148.53043,-1.8029386,-0.6499817
Andre Verchuren - Maria Morena (Paso-doble),chanson,4,1.0,145.29338,0.7659461,-0.75403607
Andre Verchuren - Poema,chanson,4,1.0,146.3205,-2.6081975,-0.54876584
Andre Verchuren - Tra La La Musette,chanson,4,1.0,137.93427,-2.0343647,-0.06281898
Andre Verchuren - Valse des montagnes,chanson,4,1.0,138.6081,-1.3690326,0.6301857
Andrea - It's Not Whatcha Got (Fondling Club Mix),italian disco,3,1.0,153.45924,2.5134888,1.089102
Andreas Dorau - Das Telefon sagt du,tech house,3,0.99998474,162.2387,2.682808,-0.6352529
Andreas Dorau - Immer nur warten,tech house,3,1.0,150.07391,-0.88007706,0.7497681
Andreas Dorau - So ist das nun mal,tech house,3,1.0,156.14592,2.111038,0.14040653
Andrei Krylov - Village Dance,brazilian jazz,3,1.0,146.04024,-2.103348,-0.89570534
Andrew W.K. - Can You Dance With Me_,alternative metal,3,1.0,166.13101,-0.6401634,3.079084
Andrew W.K. - Don't Call Me Andy,alternative metal,3,1.0,169.88098,-1.3041956,2.1514237
Andrew W.K. - Long Live The Party,alternative metal,3,1.0,162.81477,-0.5877948,2.4734805
André Blot - Breiz Ma Bro _Bretagne Mon Pays_ (Valse),musette,3,1.0,153.4687,-0.6673621,2.5916395
André Minvielle - Les Chaudrons,jazz,3,0.99998474,155.6513,3.672909,-2.0423777
André Popp - Fernando,chanson,4,1.0,134.69202,-2.2743251,0.40515545
Andrés Calamaro - Un vestido y un amor (En vivo),tango,3,1.0,149.56143,-0.795696,-0.4812513
Andy & Lucas - Dame un Besito (Version Salsa),flamenco,3,1.0,166.7544,0.9704483,0.14206663
Andy & Lucas - Dime Si Me Quieres,flamenco,3,1.0,165.71918,0.6377452,0.71339935
Andy & Lucas - Dios Bendiga,flamenco,3,1.0,164.8624,0.71203643,0.59423
Andy & Lucas - Hasta los Huesos,flamenco,3,1.0,165.35641,0.3943883,0.1574969
Andy & Lucas - Mirame A La Cara (Version Salsa),flamenco,3,1.0,156.60893,2.3882153,-1.1513435
Andy & Lucas - Quiero Ser Tu Sueño,flamenco,3,1.0,160.0939,1.3004309,-0.5727646
Andy Griffith - Just A Closer Walk With Thee,comedy,3,1.0,161.7629,-1.3958099,-1.0403736
Andy Griffith - Turn Yourn Radio On,comedy,3,1.0,165.25967,-1.0637456,0.31058478
Andy Russell - I Love You and You Love Me,world,3,1.0,159.67029,-2.4391072,0.36466387
"Angel Romero - 12 Concertos, Op. 3 _L'estro armonico_ _ Concerto No. 6 in A Minor for Violin, RV 356 _ Vivaldi_ 12 Concertos, Op. 3 _L'estro armonico_ _ Concerto No. 6 in A Minor for Violin, RV 356_ II. Largo",tech house,3,1.0,160.7792,-5.071049,-1.8699397
Angel Romero - Tárrega_ Prelude No. 2 (2000 Digital Remaster),tech house,3,1.0,152.32585,-5.0588913,-2.596684
Angela Dimitriou - Den Mporo Na Figo,pop folk,3,1.0,163.6079,-0.6146064,-0.30019116
Angela Dimitriou - Edo Pou Ta Leme,pop folk,3,1.0,157.11185,1.1971163,0.86360955
Angela Dimitriou - Ftei O Erotas,pop folk,3,1.0,156.90741,0.828285,-0.009794233
Angela Dimitriou - Ine Kati Haraktires,pop folk,3,1.0,163.8578,0.72659385,0.25287408
Angela Dimitriou - Pia Thisia (Live),pop folk,3,1.0,154.49524,0.32119232,0.9262063
Angela Dimitriou - Ta Methismena S' Agapo,pop folk,3,1.0,160.43488,-0.29944205,0.46928668
Angela Dimitriou - Trela Ksereis Na Poulas,pop folk,3,1.0,159.62283,-0.017057221,1.9558939
Angela Lashley - Too Far From The Tree,patriotic,3,1.0,160.01059,-0.60641396,-0.556901
Angela Stewart - Ready For The Love,lovers rock,3,1.0,160.99745,1.3953682,-1.9642543
Angella Christie - Walk With Me (Remix),country gospel,3,1.0,162.953,2.0458345,-0.6335213
Angelo Badalamenti - Love Me,chill-out,3,1.0,141.06891,-5.3437757,-1.0591277
Angelo Badalamenti - Overture_Blue Tahitian Moon,chill-out,3,1.0,150.05176,-0.7459881,-0.19952561
Angelo Badalamenti - Taryn's Deepest Fear (2015 Remaster),chill-out,3,1.0,158.31937,-3.0420613,0.40715644
Angelo Badalamenti - Vera Begs Dylan,chill-out,3,1.0,157.8812,-4.4652777,-0.5766706
Angélica María - Te Necesito,los angeles,3,1.0,162.03854,-0.966311,-1.0001907
Angélica María - Una Sopita de Tu Propio Chocolate,los angeles,3,1.0,166.36449,0.45691437,-0.87453103
Anita Kerr - Over the Rainbow,country gospel,3,1.0,163.12376,-3.0481224,0.06951513
Ann Hampton Callaway - Fallin in Love Again,vocal jazz,3,1.0,160.64441,-1.1185527,-2.0489054
Ann Hampton Callaway - For All We Know,vocal jazz,3,1.0,145.11908,-1.6445816,-0.28465655
Ann Hampton Callaway - Skylark,vocal jazz,3,1.0,155.65178,-2.1822844,-1.9192286
Ann Hampton Callaway - Stompin' at the Savoy,vocal jazz,3,1.0,161.20387,1.0732018,-0.19383627
Ann Hampton Callaway - Time After Time,vocal jazz,3,1.0,160.03958,-2.7619622,-2.0763521
Ann Lee - So Deep (Original),europop,3,0.9985362,148.09624,2.4647112,1.3928902
Ann Nesby - Advice (Album Version),disco house,3,1.0,163.38994,1.5631063,-0.5598172
Ann Nesby - I'm Going All The Way (Album),disco house,3,1.0,166.14316,0.4781968,0.051331475
Ann Nesby - Tables Turn,disco house,3,1.0,166.91293,1.3649882,-1.6630565
Anna Meliti - Lefkes Selides,greek,3,1.0,161.28418,1.0870657,-0.10910379
Anna Vissi - Den Me Agapas,british pop,3,1.0,160.9505,0.9099374,0.69977695
Anne Dudley - A Stepmother's Curse,trip hop,3,1.0,150.59445,-2.5167856,0.2151367
Anne Dudley - Rachel's Retribution,trip hop,3,1.0,167.07175,-3.9139593,0.2533088
Anne Dudley - Still Lost In The Forest,trip hop,3,1.0,163.3182,-3.4799898,-0.33439913
Anne Dudley - Victims of the Occupation,trip hop,3,1.0,159.23347,-4.4971113,-0.10849448
Anneli Drecker - Fire Alarm,downtempo,3,1.0,163.37682,0.8661168,-1.1498904
Annie Blanchard - La Vérité,pop folk,0,0.9991458,145.58601,-0.35120893,-0.9404568
Annie Blanchard - Sur l'Autre Rive,pop folk,0,1.0,142.32677,-0.15195243,-1.1294514
Annie Lennox - A Whiter Shade of Pale,soft rock,3,1.0,162.0528,-0.84153587,-0.38745335
Annie Lennox - Erased,soft rock,3,1.0,155.80035,-1.9378914,0.972296
Annie Lennox - Little Bird,soft rock,3,1.0,159.61652,1.0133698,-1.2484524
Annie Minogue Band - Love Goes Down (Part Deux),modern rock,3,1.0,167.87909,0.1641829,0.72231275
Anoraak - Between Love,indie rock,3,1.0,161.17041,3.328353,-0.27316365
Anthony Blea Y Su Charanga - Tumba Randy,salsa,3,0.99975586,149.92494,2.4058294,-0.47375774
Anthony Cruz - Make It Up,lovers rock,3,1.0,162.29675,2.2072349,-0.46892715
Anthony Cruz - Missing You,lovers rock,3,1.0,153.26523,1.1948878,0.8647457
Anthony Watson - I Love Being Single (Extended Club Mix),lovers rock,3,1.0,162.05482,3.5086436,0.1855219
Anthony Watson - I'm Gonna Take My Time,lovers rock,3,1.0,159.74416,1.4865663,-0.8305457
Anthony Watson - Missing You,lovers rock,3,0.99977106,146.30576,3.251147,-1.5336263
Anti-Flag - Death of a Nation (Live),oi,3,1.0,162.86034,0.086522296,2.5564373
Anti-Flag - I Don't Wanna be a War Hero,oi,3,1.0,163.29633,-0.88688296,1.9953153
Anti-Flag - On Independence Day,oi,3,1.0,172.97435,0.027067661,1.7243685
Anti-Flag - Spaz's House Destruction Party (Live),oi,3,1.0,167.92401,-0.8453971,2.2359939
Anti-Flag - Tearing Everyone Down,oi,3,1.0,168.35211,-0.1926871,1.5576799
Anti-Flag - The Gre(A)t Depression,oi,3,1.0,171.47827,-0.84817207,3.1991858
Anti-Flag - The Modern Rome Burning,oi,3,1.0,166.77354,0.71588147,2.1858802
Anti-Flag - This Is Not a Crass Song,oi,3,1.0,154.63614,1.2497582,-0.4796755
ANTIGONE RISING - Don't Look Back (Radio Edit),modern rock,3,1.0,168.2729,-0.032051627,1.7668227
Antimatter - Expire,illbient,3,1.0,162.29706,-1.141019,-0.27670452
Antique - Girna Ksana,vocal trance,3,1.0,163.8907,1.5309391,1.223653
Antonio Bribiesca - Anillo de Compromiso,guitar,3,1.0,159.78308,-2.9816794,-1.2898203
Antonio Koudele - Once Upon A Time,guitar,3,1.0,162.89078,-0.9546926,-1.6097695
Antonio Koudele - Tu Mirada,guitar,3,1.0,166.19257,-1.7896472,-0.4709279
Antonis Remos - Min Aporis,pop folk,3,1.0,164.7787,0.0820362,-0.09312045
Antonis Remos - Min Tou Milate Tou Pediou,pop folk,3,1.0,164.25595,-0.54221845,0.75262284
Antonis Remos - To Agalma,pop folk,3,1.0,164.1211,0.054068547,0.6213536
"Anubis Spire - It Has Been A Long Time, Hasn't It",progressive rock,3,1.0,145.82777,-1.6298107,0.8831845
Apache Indian - Badd Indian,dancehall,3,0.999939,149.9063,4.6062393,-2.1662643
Apache Indian - Independent Girl (feat. Malki Singh),dancehall,3,0.999939,155.35257,3.3016791,1.3137093
Apache Indian - Real People (Cybernetic Dub),dancehall,3,0.9924905,155.12477,2.8848658,-0.7730818
April Wine - Babes In Arms,pop rock,4,0.7184399,146.2476,0.2120606,0.9575818
April Wine - Caught In The Crossfire,pop rock,4,0.66886306,148.5688,-0.49858952,0.9712783
April Wine - Say Hello,pop rock,4,0.9999695,147.35677,0.071126,1.5161227
Aram Shelton - All Dressed Up,bebop,3,1.0,163.1312,-0.94546556,1.3123693
Arc Angels - Crave and Wonder,blues-rock,4,1.0,151.97781,-0.34158444,1.5135112
Arc Angels - Nadine,blues-rock,4,1.0,151.46844,-1.1509621,1.1475816
Arc Angels - See What Tomorrow Brings,blues-rock,4,1.0,156.59604,-1.3331903,1.0250399
Arc Angels - Sent by Angels,blues-rock,4,1.0,147.86217,-1.6907566,1.4038314
Archie Bell and The Drells - I've Been Trying,r&b,3,1.0,162.15353,-1.6776282,0.02671588
Architecture in Helsinki - Need to Shout,twee pop,0,0.9941122,128.49666,0.74412274,-0.95591503
Arctic Monkeys - Dancing Shoes,garage rock,3,1.0,168.54446,0.39565143,2.1027656
Arctic Monkeys - Fake Tales Of San Francisco,garage rock,3,1.0,164.17926,1.2579986,1.2838594
Arctic Monkeys - From The Ritz To The Rubble,garage rock,3,1.0,166.32146,0.02870523,1.6934708
Arif Lohar - Mar gaye te sada naal,italian disco,3,0.94967467,135.81366,4.8783345,0.14537786
Arika Kane - Here with Me,blue-eyed soul,3,1.0,156.35548,2.3451436,1.5026243
Arika Kane - Never Really Knew U,blue-eyed soul,3,1.0,162.65794,1.9617625,1.5157417
Arkona - Skvoz' Tuman Vekov,black metal,3,1.0,166.36533,-1.3132427,2.1222913
Arkona - Zalozhny,black metal,3,1.0,166.29356,-0.29363233,1.8176372
Armand Van Helden - Know Thyself,tech house,3,1.0,163.67606,0.4617156,0.61092097
Army of the Pharaohs - Listen Up,tango,3,1.0,158.89268,1.1814914,-0.8745154
Arnau Bataller - Tengo que dar el paso,black metal,0,1.0,119.00568,0.3659099,0.013685205
Arne Weise - Sommarens sista mås,swedish,3,1.0,162.26395,-1.6538496,-1.1668487
Arovane - Epilogue,black metal,3,1.0,134.04414,-0.14581177,2.153803
Arrested Development - Greener,hip hop,0,1.0,149.61389,2.8673763,-1.5219817
Arrested Development - Raining Revolution (Live 1992 _ MTV Unplugged),hip hop,0,1.0,151.18814,0.66560686,-1.8482958
Arrested Development - Since The Last Time,hip hop,0,1.0,150.59903,1.2062188,0.025828926
Arsonists Get All The Girls - Skiff for the Suits,death core,3,1.0,163.0824,1.2773893,2.5339577
Arsonists Get All The Girls - Violence in Fluid Triceratops,death core,3,1.0,165.53897,0.5231,2.702302
Art Blakey's Jazz Messengers - A Night In Tunisia,bebop,3,1.0,159.55273,0.1209137,-0.23733504
Art Ensemble Of Chicago - Dance of Circles,free jazz,3,1.0,154.1328,-3.2958896,-0.78494674
Art Ensemble Of Chicago - He Took a Cab to Neptune,free jazz,3,1.0,135.62657,-0.34098575,-0.6178435
Art Ensemble Of Chicago - Horn Webb (Instrumental),country rock,2,1.0,121.31197,0.47135526,0.5544627
Arthur Brown - Child Of My Kingdom,blues-rock,1,1.0,152.60918,-0.9024684,-0.8079066
Arthur Brown - Time _ Confusion,blues-rock,1,1.0,140.92094,-2.6365933,-1.218404
Arthur Fiedler - Doctrines,orchestra,3,1.0,153.85211,-3.1088333,-0.98896044
Arthur Tracy - A Sailboat In The Moonlight,vaudeville,3,1.0,163.24118,-4.504862,-1.254323
"Arthur Tracy - Dance, Gypsy, Dance",vaudeville,3,1.0,164.24033,-3.0621178,-0.9620487
Arthur Tracy - Red Sails In the Sunset,vaudeville,3,1.0,162.00818,-4.6614995,-1.007701
Arthur Tracy - Where Are You_,vaudeville,3,1.0,166.25192,-4.6813526,-0.9188604
Arturo Sandoval - Almendra (Remasterizado),latin jazz,4,1.0,147.80646,-2.0039895,-0.01207269
Arturo Sandoval - Luna De Miel En Guama (Instrumental),latin jazz,4,1.0,138.34221,-1.7417382,0.65658826
Arturo Sandoval - My Funny Valentine,latin jazz,1,1.0,139.05324,-2.9463248,-1.9032736
Arturo Sandoval - Waheera,latin jazz,1,1.0,138.49112,-3.394344,0.868608
Asaf Avidan - Losing Hand,blues,3,1.0,171.31387,-0.97196794,-1.7165086
Asha Puthli - Love,disco,3,1.0,158.42827,0.57543933,1.1051811
Ashes At Last - Only In My Mind,avantgarde metal,0,1.0,139.58083,3.6108804,-2.506101
Ashes to Ashes - Gemini,avantgarde metal,3,1.0,169.4677,0.6086434,1.9854134
Ashton Shepherd - Old Memory (Album Version),country rock,4,1.0,141.79572,-1.225211,-0.5689594
Ashton Shepherd - Sounds So Good (Album Version),country rock,4,1.0,145.69968,0.16407806,1.9445415
Ashtrax - Future Traffic Song,progressive house,3,1.0,151.85449,1.8524364,-1.9502091
Asleep At The Wheel - Hot Rod Lincoln,western swing,3,1.0,167.19359,1.4429289,-0.5494915
Asleep At The Wheel - I Hate Christmas,western swing,3,1.0,159.30133,-0.5985028,-1.0983698
Asleep At The Wheel - Let Me Go Home Whiskey,western swing,3,1.0,165.24602,-1.7099267,-1.0037091
Asleep At The Wheel - The Letter That Johnny Walker Read,western swing,3,1.0,165.70726,-0.42318743,0.22672458
Asleep At The Wheel - The Son Shines Down On Me,western swing,3,1.0,167.23915,-1.7367909,-0.6968668
Assassin - Quarter P.O.D.,dancehall,3,0.99998474,160.30992,2.9624476,0.72202843
Astarte - Oblivious Darkness,black metal,3,1.0,157.96616,0.20730913,3.200218
Astarte - Risen from Within,black metal,3,1.0,163.25037,-1.651341,-0.023177724
"Astarte - Thorns of Charon, Pt. 2 (Emerge from Hades)",black metal,3,1.0,152.33107,-0.7121721,3.3649657
Astarte - Voyage to Eternal Life,black metal,3,1.0,155.76605,-0.9549488,3.045014
Asterisk_ - Iron-Head_ Palestine,hard trance,3,1.0,160.62045,-0.25929174,2.9496634
Astrovamps - Monsters in Tinsel Town,deathrock,3,1.0,168.65326,-0.6587616,1.948425
Asure - Ugly MF,digital hardcore,0,0.99998474,124.69554,1.1815058,4.384915
Aswad - Ina Your Rights (Album Version),roots reggae,0,1.0,142.55243,2.271894,-0.43886706
Aswad - Your Recipe (Remastered Album Version),roots reggae,0,1.0,150.3097,2.642625,-1.3759139
At All Cost - Drugs,post-hardcore,3,1.0,168.10262,-1.5239824,1.8308263
At the Gates - City of Screaming Statues,death metal,3,0.99908495,146.35294,1.6395274,1.7750951
Atari Teenage Riot - Destroy 2000 Years of Culture,breakcore,3,1.0,166.959,0.09734303,3.5973737
Atari Teenage Riot - Live At Brixton Academy 1999 (Remastered),breakcore,0,0.99980927,127.649895,0.33501223,4.6869717
Atari Teenage Riot - Revolution Action,breakcore,3,1.0,144.98166,0.16631225,4.0653276
ATB - Collides with Beauty,progressive house,3,1.0,161.0838,1.5354627,-0.7193546
ATB - Marrakech,progressive house,3,1.0,154.19489,1.4892539,-0.34740055
ATMAN - All Is One,downtempo,3,1.0,165.98071,0.7124382,1.1221327
ATMAN - Dancing with the Goddess (ttt Rmx),downtempo,0,1.0,136.86325,3.053608,-2.4681306
ATMAN - Distant Voices,downtempo,3,1.0,161.35661,-0.7713474,-1.3881572
ATMAN - Govinda,downtempo,3,1.0,165.86282,3.0004044,-0.027441021
ATMAN - Luminous Bliss,downtempo,3,1.0,162.81216,-3.9068937,0.3587984
Atom - Strikes-3,tech house,0,1.0,143.85313,3.6253424,-1.6929568
Atomic Rooster - Close Your Eyes (BBC Session),hard rock,3,1.0,167.07402,-1.0566508,0.19951619
Atomic Rooster - Little Bit of Inner Air,hard rock,3,1.0,172.95224,-0.64951956,0.5339437
Atomic Rooster - Living Underground,hard rock,3,1.0,160.12103,-0.19068758,0.54498273
Atomic Rooster - Stand by Me (Live at the BBC 27_07_1972),hard rock,3,1.0,160.92458,-0.75101566,0.9383689
Atomic Rooster - Take It for Granted,hard rock,3,1.0,159.95566,-2.1486907,0.24737503
Atomic Rooster - The Rock,hard rock,3,1.0,159.74176,0.955597,-0.09094745
Atomship - Whitfield,post-grunge,4,0.98841,146.57779,-0.58499795,2.0235898
Attack Attack! - Outro,screamo,3,1.0,150.7067,-5.065473,-1.087196
Audio Pyper - Walk in the Park,dubstep,0,0.9999543,142.00458,5.532873,-2.9225085
AUDIO.3 - SPONT.AN,turnablism,0,0.9908714,137.2459,3.9329872,-0.031247979
Aurélien Merle - C'est dimanche,chanson,4,1.0,129.25008,0.011935542,-1.3708926
Autonomous Bass Heads - Beat Conductor,turnablism,0,1.0,136.98314,4.885162,-0.86861736
Autumnblaze - Haughtiness and Puerile Dreams,doom metal,3,1.0,167.89415,-1.2634667,2.5519047
Autumnblaze - Her Golden Robe in Silence Veiled,doom metal,3,1.0,165.26697,-0.90917397,1.0456805
Avril - Remix By Ana Rago - The Date (Remix By Ana Rago),trip hop,3,1.0,162.11655,-1.5368172,-0.12685324
"Avril - The Matter With You (Part I, Ii, Iii)",trip hop,3,0.99998474,156.1579,0.20058978,-1.0374892
Avril Lavigne - How Does It Feel,teen pop,3,1.0,165.10214,0.98504907,0.11159984
Avril Lavigne - Innocence,teen pop,3,1.0,159.1957,0.75007015,0.8684218
Avril Lavigne - Unwanted,teen pop,3,1.0,164.77066,0.0966143,2.571829
Aymen - Intro,chinese music,3,1.0,156.3865,3.6694624,-1.2737758
Aynsley Lister - Crazy,blues-rock,4,1.0,140.43842,0.87401927,-1.4259974
Ayo - Complain,neo soul,3,1.0,162.17004,1.9835637,-0.69900876
Ayo - Girls (Live At L'Olympia),neo soul,3,1.0,162.93484,-1.5959707,0.59198177
Ayo - Life Is Real_Welcome Into My World (Live At L'Olympia),neo soul,0,1.0,144.7371,3.3440437,1.4274882
Ayo - Only You (Live At L'Olympia),neo soul,3,1.0,161.58081,1.276407,-1.5466006
Ayo - Watching You (Live At L'Olympia),neo soul,0,1.0,143.82318,-0.022440672,-0.7799183
AZ - Aziatic (Outro) (Album Version),gangster rap,0,0.99553925,134.08336,1.2502164,0.15912785
AZ - Pleas Made Against Stasis,gangster rap,3,1.0,136.7864,-5.2046237,-1.8002394
Azis - Antigeroy,pop folk,3,1.0,156.00186,1.982702,0.5646368
Azukx - Lift (Joi Blarneyformasian),hardstyle,0,0.9988867,137.18684,2.4733498,-1.3138471
B.B. King - Early In The Morning,blues-rock,4,1.0,150.00671,1.0156072,-0.36319253
"B.B. King - Please Love Me (Live At The Regal Theater, Chicago, 1964)",blues-rock,4,1.0,146.48505,-0.73023576,1.716963
B.B. King - Please Remember Me,blues-rock,4,1.0,145.29977,-3.107196,-0.28518566
B.B. King - She Don't Move Me No More,blues-rock,4,1.0,146.48279,-3.4090922,-1.2168163
B.B.King - Please Love Me,blues-rock,4,1.0,144.7586,-2.9774866,0.79618543
Babbie Mason - Isn't That Just Like God (Low Key Performance Track Without Background Vocals),ccm,4,1.0,133.38977,-2.8859425,-1.0797431
Babbie Mason - Isn't That Just Like God (Medium Key Performance Track Without Background Vocals),ccm,4,1.0,132.48093,-2.6764376,-1.0360941
Babbie Mason - Pray On (All The Best Album Version),ccm,4,1.0,145.6565,-0.98476607,-0.22263667
Babbu Maan - Kudian Kudian,bhangra,0,1.0,145.63643,2.2502317,0.04251462
Baby Bash - Changed My Life (Album Version),pop rap,3,1.0,158.34375,2.503045,-1.0157801
Baby D - Let Me Be Your Fantasy (Original Radio Edit),breakbeat,3,1.0,160.25592,1.2179558,0.8125875
Baby Rasta Y Gringo - Avísame (Bachata),reggaeton,3,1.0,151.75801,4.7422185,-1.2778202
Baby Rasta Y Gringo - Esto Es Real,reggaeton,0,0.99998474,137.09546,3.5784938,-0.8810012
Baby Rasta Y Gringo - Yo Quiero Contigo,reggaeton,3,0.9995881,154.39578,2.8785915,-1.5455581
