"msd_track_id","filename","audio_basename","deezer_artist","deezer_title","genre","primary_genre","genre_count"
"TRATLOJ128F9308ABB","Alejandro Lerner - Campeones De La Vida.wav","Alejandro Lerner - Campeones De La Vida","Alejandro Lerner","Campeones De La Vida","pop rock, male vocalist, latin, singer-songwriter, pop","pop rock","5"
"TRAIAIH128F9308AC7","Alejandro Lerner - Nena Neurótica (Remastered Live Version).wav","Alejandro Lerner - Nena Neurótica (Remastered Live Version)","Alejandro Lerner","Nena Neurótica (En Vivo)","pop rock, male vocalist, latin, singer-songwriter, pop","pop rock","5"
"TRAPVBP128F9308A86","Alejandro Lerner - No Hace Falta Que Lo Digas (Remastered Version).wav","Alejandro Lerner - No Hace Falta Que Lo Digas (Remastered Version)","Alejandro Lerner","No Hace Falta Que Lo Digas (Remastered Version)","pop rock, male vocalist, latin, singer-songwriter, pop","pop rock","5"
"TRASIKR128F9308AD7","Alejandro Lerner - No Me Acuerdo.wav","Alejandro Lerner - No Me Acuerdo","Alejandro Lerner","No Me Acuerdo","pop rock, male vocalist, latin, singer-songwriter, pop","pop rock","5"
"TRAWIOY128F147E3B8","Aleks Syntek - Sexo, Pudor Y Lágrimas (Drum & Bass Mix).wav","Aleks Syntek - Sexo, Pudor Y Lágrimas (Drum & Bass Mix)","Aleks Syntek","Sexo, Pudor Y Lágrimas (Drum & Bass Mix)","merengue, cumbia, latin pop, electropop, karaoke","merengue","5"
"TRAJNCR12903CEBAA1","Alex - Cumpagno 'e cella.wav","Alex - Cumpagno 'e cella","Alex","Cumpagno 'e cella","new beat, chill-out, suomi rock, hip hop, tech house","new beat","5"
"TRAHMAA128F4267747","Alex Fong - Hao Lai Hao Qu.wav","Alex Fong - Hao Lai Hao Qu","Alex Fong","Hao Lai Hao Qu","cantonese pop, chinese music, ballad, chill-out, male vocalist","cantonese pop","5"
"TRAGUMD128F9313BC2","Alex Gopher - Aurora (Rory's Cassette Jam Remix).wav","Alex Gopher - Aurora (Rory's Cassette Jam Remix)","Alex Gopher","Aurora (Rory's Cassette Jam Remix)","deep house, future jazz, trip hop, downtempo, disco","deep house","5"
"TRAMOGP128F933CE78","Alex Gopher - Keep on dancin' (Last man standin').wav","Alex Gopher - Keep on dancin' (Last man standin')","Alex Gopher","Keep on dancin' (Last man standin')","deep house, future jazz, trip hop, downtempo, disco","deep house","5"
"TRAUTNT128F933CB62","Alex Gopher - Song For Paul.wav","Alex Gopher - Song For Paul","Alex Gopher","Song For Paul","deep house, future jazz, trip hop, downtempo, disco","deep house","5"
"TRACIKJ128F4226ABA","Alex Theory - Lotus Kiss.wav","Alex Theory - Lotus Kiss","Alex Theory","Lotus Kiss","dub, ballad, chanson, trip hop, easy listening","dub","5"
"TRAOXSN128F4282FB5","Alex Ubago - Temblando.wav","Alex Ubago - Temblando","Alex Ubago","Temblando","latin pop, male vocalist, pop, spanish, romantic","latin pop","5"
"TRAQNHD128F42438E2","Alexander O'Neal - When A Man Loves A Woman.wav","Alexander O'Neal - When A Man Loves A Woman","Alexander O'Neal","When A Man Loves A Woman","dance pop, disco, neo soul, downtempo, deep house","dance pop","5"
"TRASWEK12903CB8417","Alexandre Desplat - Hidden Documents.wav","Alexandre Desplat - Hidden Documents","Alexandre Desplat","Hidden Documents","soundtrack, ballad, film score, chill-out, easy listening","soundtrack","5"
"TRANZYG12903CFB180","Alexandre Desplat - High-Speed French Train.wav","Alexandre Desplat - High-Speed French Train","Alexandre Desplat","High-Speed French Train","soundtrack, ballad, film score, chill-out, easy listening","soundtrack","5"
"","Alexandre Desplat - Jack Palmer (Reprise).wav","Alexandre Desplat - Jack Palmer (Reprise)","Alexandre Desplat","Jack Palmer (Reprise)","soundtrack","soundtrack","1"
"TRAMDVP128F92F9803","Alexandre Desplat - Le Chagrin De Coco.wav","Alexandre Desplat - Le Chagrin De Coco","Alexandre Desplat","Le Chagrin De Coco","soundtrack, ballad, film score, chill-out, easy listening","soundtrack","5"
"TRADBIA128F14AD4C5","Alexandre Desplat - The Epi-Pen.wav","Alexandre Desplat - The Epi-Pen","Alexandre Desplat","The Epi-Pen","soundtrack, ballad, film score, chill-out, easy listening","soundtrack","5"
"","Alexis HK - Diable attend.wav","Alexis HK - Diable attend","Alexis HK","Diable attend","chanson","chanson","1"
"TRAIWMU128E0783D7D","Alexis HK - Juste une fois.wav","Alexis HK - Juste une fois","Alexis HK","Juste une fois (Version instrumentale)","chanson, musette, easy listening, pop rock, folk rock","chanson","5"
"TRASTLC128F931603A","Alexis HK - La paix des étoiles.wav","Alexis HK - La paix des étoiles","Alexis HK","La paix des étoiles","chanson, musette, easy listening, pop rock, folk rock","chanson","5"
"TRAHZCF128F9316036","Alexis HK - Maudits anglois.wav","Alexis HK - Maudits anglois","Alexis HK","Maudits anglois","chanson, musette, easy listening, pop rock, folk rock","chanson","5"
"TRAPGKY128F42972A9","Alexisonfire - Mailbox Arson.wav","Alexisonfire - Mailbox Arson","Alexisonfire","Mailbox Arson","post-hardcore, rock, hardcore, indie, screamo","post-hardcore","5"
"TRABYZL128F92E639C","Alfredo Gutierrez - El Niño De La Calle.wav","Alfredo Gutierrez - El Niño De La Calle","Alfredo Gutierrez","El Niño De La Calle","louisiana blues, merengue, jump blues, east coast blues, salsa","louisiana blues","5"
"TRAMNVF128F92E6392","Alfredo Gutierrez - Linda Mariposa.wav","Alfredo Gutierrez - Linda Mariposa","Alfredo Gutierrez","Linda Mariposa","louisiana blues, merengue, jump blues, east coast blues, salsa","louisiana blues","5"
"TRANKQU128F429D15E","Alfredo Kraus - La Alegría del Batallón.wav","Alfredo Kraus - La Alegría del Batallón","Alfredo Kraus","La Alegria del Batallón (Guajira)","opera, bel canto, latin pop, jazz, classical","opera","5"
"","Ali Ekber Cicek - Dünya Malına Güvenme.wav","Ali Ekber Cicek - Dünya Malına Güvenme","Ali Ekber Cicek","Dünya Malına Güvenme","crunk","crunk","1"
"TRAVFEW128F92E2B47","Alice Cooper - Be My Lover.wav","Alice Cooper - Be My Lover","Alice Cooper","Be My Lover","shock rock, glam rock, garage rock, heavy metal, hard rock","shock rock","5"
"TRAFMIA128F92E2B2B","Alice Cooper - This House Is Haunted.wav","Alice Cooper - This House Is Haunted","Alice Cooper","This House Is Haunted","shock rock, glam rock, garage rock, heavy metal, hard rock","shock rock","5"
"TRAUXNO128F42774A0","Alice In Chains - Angry Chair (2022 Remaster).wav","Alice In Chains - Angry Chair (2022 Remaster)","Alice In Chains","Angry Chair (2022 Remaster)","grunge, alternative metal, heavy metal, hard rock, alternative rock","grunge","5"
"TRACTIE128F92E473B","Alice In Chains - Brother (Live at the Majestic Theatre, Brooklyn, NY - April 1996).wav","Alice In Chains - Brother (Live at the Majestic Theatre, Brooklyn, NY - April 1996)","Alice In Chains","Brother (Live at the Majestic Theatre, Brooklyn, NY - April 1996)","grunge, alternative metal, heavy metal, hard rock, alternative rock","grunge","5"
"TRAOOGD128F92E4768","Alice In Chains - God Smack (2022 Remaster).wav","Alice In Chains - God Smack (2022 Remaster)","Alice In Chains","God Smack (2022 Remaster)","grunge, alternative metal, heavy metal, hard rock, alternative rock","grunge","5"
"TRAHBXB128F42797AE","Alice In Chains - I Know Somethin (Bout You).wav","Alice In Chains - I Know Somethin (Bout You)","Alice In Chains","I Know Somethin (Bout You)","grunge, alternative metal, heavy metal, hard rock, alternative rock","grunge","5"
"TRABUMO12903CBE25F","Alice In Chains - Lesson Learned.wav","Alice In Chains - Lesson Learned","Alice In Chains","Lesson Learned","grunge, alternative metal, heavy metal, hard rock, alternative rock","grunge","5"
"TRAFDRG128F42797B6","Alice In Chains - Sickman (2022 Remaster).wav","Alice In Chains - Sickman (2022 Remaster)","Alice In Chains","Sickman (2022 Remaster)","grunge, alternative metal, heavy metal, hard rock, alternative rock","grunge","5"
"TRAVBZD128F4244549","Alice Stuart - Bad Girl.wav","Alice Stuart - Bad Girl","Alice Stuart","Bad Girl","electric blues, blues, country blues, blues-rock, folk rock","electric blues","5"
"TRAABYW128F4244559","Alice Stuart - Kassie Jones.wav","Alice Stuart - Kassie Jones","Alice Stuart","Kassie Jones","electric blues, blues, country blues, blues-rock, folk rock","electric blues","5"
"TRALPNU128F4244561","Alice Stuart - Woman Blue.wav","Alice Stuart - Woman Blue","Alice Stuart","Woman Blue","electric blues, blues, country blues, blues-rock, folk rock","electric blues","5"
"TRAOXXM128F932FC70","Alicia Keys - Heartburn.wav","Alicia Keys - Heartburn","Alicia Keys","Heartburn","neo soul, blues, soul, pop, urban","neo soul","5"
"TRASBVS12903CF4537","Alicia Keys - If I Ain't Got You.wav","Alicia Keys - If I Ain't Got You","Alicia Keys","If I Ain't Got You","neo soul, blues, soul, pop, urban","neo soul","5"
"TRAPFIP128F42AC31E","Alicia Keys - If I Was Your Woman (Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005).wav","Alicia Keys - If I Was Your Woman (Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005)","Alicia Keys","If I Was Your Woman (Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005)","neo soul, blues, soul, pop, urban","neo soul","5"
"TRASHSN12903CA9E34","Alicia Keys - Wait Til You See My Smile.wav","Alicia Keys - Wait Til You See My Smile","Alicia Keys","Wait Til You See My Smile","neo soul, blues, soul, pop, urban","neo soul","5"
"TRAGXHN128F933F557","All Leather - As The Hog Pisseth.wav","All Leather - As The Hog Pisseth","All Leather","As The Hog Pisseth","digital hardcore, dance-punk, punk, experimental, hardcore","digital hardcore","5"
"TRAPSJN128F422AF18","All Shall Perish - The True Beast.wav","All Shall Perish - The True Beast","All Shall Perish","The True Beast","death core, heavy metal, black metal, death metal, deathgrind","death core","5"
"TRABFKN12903CAF61B","All Time Low - Shameless.wav","All Time Low - Shameless","All Time Low","Shameless","pop punk, punk, pop, punk pop, emo pop","pop punk","5"
"TRAFKRE128F932002B","All Time Low - Umbrella.wav","All Time Low - Umbrella","All Time Low","Umbrella","pop punk, punk, pop, punk pop, emo pop","pop punk","5"
"","Allan Taylor - The Traveller.wav","Allan Taylor - The Traveller","Allan Taylor","The Traveller","downtempo","downtempo","1"
"TRATOQD128F9336A53","Alphonse Mouzon - The Ram and the Scorpio.wav","Alphonse Mouzon - The Ram and the Scorpio","Alphonse Mouzon","The Ram and the Scorpio","jazz funk, soul jazz, smooth jazz, disco, jazz","jazz funk","5"
"TRAWHIX128F92F5792","Alternative TV - Dub In Bed.wav","Alternative TV - Dub In Bed","Alternative TV","Dub In Bed","experimental rock, new wave, indie rock, punk, no wave","experimental rock","5"
"TRAMNGQ128F92F56EE","Alternative TV - Lemons, For Kevin.wav","Alternative TV - Lemons, For Kevin","Alternative TV","Lemons, For Kevin","experimental rock, new wave, indie rock, punk, no wave","experimental rock","5"
"TRADPSM128F92F5744","Alternative TV - Nasty Little Lonely (Live).wav","Alternative TV - Nasty Little Lonely (Live)","Alternative TV","Nasty Little Lonely","experimental rock, new wave, indie rock, punk, no wave","experimental rock","5"
"TRAQJAO128F93289C4","Alturas - Turu Wilakuy.wav","Alturas - Turu Wilakuy","Alturas","Turu Wilakuy","world beat, folk, world fusion, ethnic, latin","world beat","5"
"TRARVVB128F4264CEB","Alvin Youngblood Hart - Livin' In a Strain (Album Version).wav","Alvin Youngblood Hart - Livin' In a Strain (Album Version)","Alvin Youngblood Hart","Livin' In a Strain (Album Version)","blues-rock, country blues, delta blues, blues, chill-out","blues-rock","5"
"TRAPQRG128F930DF4B","Alvino Rey & His Orchestra - My Buddy.wav","Alvino Rey & His Orchestra - My Buddy","Alvino Rey & His Orchestra","My Buddy","space age pop, exotica, easy listening, jazz, lounge","space age pop","5"
"TRANHMJ128F9330B50","AmaLee - Metamorphosis.wav","AmaLee - Metamorphosis","AmaLee","Metamorphosis","death metal, technical death metal, speed metal, tech metal, melodic death metal","death metal","5"
"","Amalgam - Wardia.wav","Amalgam - Wardia","Amalgam","Wardia","blues-rock","blues-rock","1"
"TRAEDPP128F42AFB64","Amalia Avgoustaki - Dimitroula.wav","Amalia Avgoustaki - Dimitroula","Amalia Avgoustaki","Dimitroula","greek","greek","1"
"TRAXJYB128F422A5C0","Amanajé - Herval na percaria.wav","Amanajé - Herval na percaria","Amanajé","Herval na percaria","frevo, maracatu, jazz, brazilian, instrumental","frevo","5"
"TRALEHY128F4225882","Amber Nicholson - Tonight It's Just Me.wav","Amber Nicholson - Tonight It's Just Me","Amber Nicholson","Tonight It's Just Me","country, canadian, french pop","country","3"
"TRAXPDE12903CD45BE","Ambient Music Therapy - Voice of Angels Drone for Spiritual Well Being.wav","Ambient Music Therapy - Voice of Angels Drone for Spiritual Well Being","Ambient Music Therapy","Voice of Angels Drone for Spiritual Well Being","meditation, new age, ambient, dreamy","meditation","4"
"","Ameritz Countdown Karaoke - Rendezvous-Ich Hab' Dich Seit Langem Nicht Gesehen (In the Style of Jawoll) [Karaoke Version].wav","Ameritz Countdown Karaoke - Rendezvous-Ich Hab' Dich Seit Langem Nicht Gesehen (In the Style of Jawoll) [Karaoke Version]","Ameritz Countdown Karaoke","Rendezvous-Ich Hab' Dich Seit Langem Nicht Gesehen (In the Style of Jawoll) [Karaoke Version]","new wave","new wave","1"
"","Ameritz Karaoke Entertainment - This Is My Life (In the Style of Phil Vassar) [Karaoke Version].wav","Ameritz Karaoke Entertainment - This Is My Life (In the Style of Phil Vassar) [Karaoke Version]","Ameritz Karaoke Entertainment","This Is My Life (In the Style of Phil Vassar) [Karaoke Version]","country rock","country rock","1"
"TRALCUP128F426247F","Amil - Anyday (Explicit Album Version).wav","Amil - Anyday (Explicit Album Version)","Amil","Anyday (Explicit Album Version)","hip hop, gangster rap, chill-out, gregorian chant, pop rap","hip hop","5"
"TRAMODP128F426247B","Amil - Get Down (Explicit Album Version).wav","Amil - Get Down (Explicit Album Version)","Amil","Get Down (Explicit Album Version)","hip hop, gangster rap, chill-out, gregorian chant, pop rap","hip hop","5"
"TRAMLZU128F4284A13","Amilcar - L4-L5.wav","Amilcar - L4-L5","Amilcar","L4-L5","meditation, new wave, new age, reggae, soundtrack","meditation","5"
"TRAFRQY128F93186FB","Amoral - Perfection Design.wav","Amoral - Perfection Design","Amoral","Perfection Design","death metal, technical death metal, speed metal, tech metal, melodic death metal","death metal","5"
"TRAHCTH128F9330B4A","Amoral - The Last Round.wav","Amoral - The Last Round","Amoral","The Last Round","death metal, technical death metal, speed metal, tech metal, melodic death metal","death metal","5"
"TRAPZQI128F428CF18","Amorphis - And I Hear You Call.wav","Amorphis - And I Hear You Call","Amorphis","And I Hear You Call","progressive metal, death metal, black metal, heavy metal, metal","progressive metal","5"
"","Amorphis - Black Embrace (From the Privilege of Evil EP).wav","Amorphis - Black Embrace (From the Privilege of Evil EP)","Amorphis","Black Embrace (From the Privilege of Evil EP)","progressive metal","progressive metal","1"
"TRASBZK128F42692CA","Amorphis - Crimson Wave.wav","Amorphis - Crimson Wave","Amorphis","Crimson Wave","progressive metal, death metal, black metal, heavy metal, metal","progressive metal","5"
"TRAVGNH128F428CBA9","Amorphis - Into Hiding.wav","Amorphis - Into Hiding","Amorphis","Into Hiding","progressive metal, death metal, black metal, heavy metal, metal","progressive metal","5"
"TRARRYC128F428CCDA","Amorphis - Misery Path (From the Privilege of Evil).wav","Amorphis - Misery Path (From the Privilege of Evil)","Amorphis","Misery Path (From the Privilege of Evil)","progressive metal, death metal, black metal, heavy metal, metal","progressive metal","5"
"","Amy Lee - Dark Water.wav","Amy Lee - Dark Water","Amy Lee","Dark Water","new age","new age","1"
"TRATQHP128F421CDBA","Amy Winehouse - In My Bed.wav","Amy Winehouse - In My Bed","Amy Winehouse","In My Bed","vocal jazz, blues, pop rock, funk, pop","vocal jazz","5"
"TRABJIX128C7196953","Amy Winehouse - Stronger Than Me.wav","Amy Winehouse - Stronger Than Me","Amy Winehouse","Stronger Than Me","vocal jazz, blues, pop rock, funk, pop","vocal jazz","5"
"TRAUOEY128F421CBD3","Amy Winehouse - Valerie (Live At BBC Radio 1 Live Lounge, London _ 2007).wav","Amy Winehouse - Valerie (Live At BBC Radio 1 Live Lounge, London _ 2007)","Amy Winehouse","Valerie (Live At BBC Radio 1 Live Lounge, London / 2007)","vocal jazz, blues, pop rock, funk, pop","vocal jazz","5"
"TRADUCE128F9322F5A","An Cafe - Koritsu Hospital.wav","An Cafe - Koritsu Hospital","An Cafe","Koritsu Hospital","dance rock","dance rock","1"
"TRARBQM128F92FBB81","An Cafe - Portraying Light With Rainbow Colored Crayon (Nanairo Crayon De Egaku Hikari).wav","An Cafe - Portraying Light With Rainbow Colored Crayon (Nanairo Crayon De Egaku Hikari)","An Cafe","Portraying Light With Rainbow Colored Crayon (Nanairo Crayon De Egaku Hikari)","dance rock","dance rock","1"
"TRAAQEV12903CB5459","Ana Bekuta - Kako mi je pitas sad.wav","Ana Bekuta - Kako mi je pitas sad","Ana Bekuta","Kako mi je pitas sad","pop folk, turbo folk, disco, serbia, folk","pop folk","5"
"TRAJKIG128F92D9132","Ana Popovic - U Complete Me (Blues Version - Bonus Track).wav","Ana Popovic - U Complete Me (Blues Version - Bonus Track)","Ana Popovic","U Complete Me (Blues Version - Bonus Track)","blues-rock, soul blues, blues, electric blues, slide","blues-rock","5"
